plt_cn,statecd,unitcd,countycd,plot,measyear,drybio_ag_live_5plus,lat_public,lon_public,puid,measmon,measday,time
1.88768E+14,30,5,31,81631,2017,14.44370772,2634097.388,-1157106.81,81631_5_31_30,7,2,2017.588813
3.56004E+14,30,5,31,81772,2019,2.341373698,2661242.613,-1186165.818,81772_5_31_30,10,3,2019.841553
3.56004E+14,30,2,9,83050,2019,0,2522746.484,-1062272.538,83050_2_9_30,8,29,2019.746119
1.88769E+14,30,4,13,88851,2018,2.519184236,2763575.329,-1114553.448,88851_4_13_30,10,23,2018.896347
1.88768E+14,30,2,9,90649,2017,40.81688904,2530286.968,-985266.6043,90649_2_9_30,6,15,2017.541096
3.17632E+13,30,4,49,80534,2003,0,2808575.779,-1270746.236,80534_4_49_30,10,6,2003.849772
1.88768E+14,30,5,1,87127,2017,23.72309757,2647815.628,-1341493.292,87127_5_1_30,6,19,2017.552055
1.88768E+14,30,5,57,87455,2017,0.585707431,2582409.844,-1258363.612,87455_5_57_30,6,27,2017.573973
4.77599E+12,30,5,67,80406,2004,21.9640793,2568114.064,-1120851.571,80406_5_67_30,8,31,2004.751598
4.77602E+12,30,5,67,80583,2004,13.9621248,2591283.448,-1142683.052,80583_5_67_30,6,17,2004.546575
3.17639E+13,30,5,57,91611,2003,23.61404612,2548164.865,-1219956.864,91611_5_57_30,9,16,2003.793836
1.1853E+13,30,5,23,86340,2006,6.691171429,2674356.815,-1312170.911,86340_5_23_30,8,28,2006.743379
1.23589E+13,30,5,67,83613,2007,36.32498437,2551766.029,-1113249.723,83613_5_67_30,6,12,2007.532877
1.23505E+13,30,4,49,86620,2007,1.67938853,2741745.867,-1230499.202,86620_4_49_30,6,6,2007.516438
1.23403E+13,30,2,27,90224,2007,0.221436623,2757661.615,-1026349.679,90224_2_27_30,5,21,2007.474201
1.23486E+13,30,4,43,95701,2007,12.91106227,2666260.421,-1231184.583,95701_4_43_30,8,23,2007.72968
1.88763E+14,30,2,41,87539,2014,0,2875409.192,-1025161.029,87539_2_41_30,9,19,2014.802055
1.88763E+14,30,3,39,85958,2014,28.44744917,2737400.95,-1363314.441,85958_3_39_30,9,15,2014.791096
1.88763E+14,30,5,1,93161,2014,0,2598866.785,-1318794.449,93161_5_1_30,4,15,2014.374429
1.88763E+14,30,3,39,82880,2014,13.0795814,2762134.895,-1316583.673,82880_3_39_30,5,21,2014.474201
1.88763E+14,30,3,63,83551,2014,5.413647415,2783265.336,-1366726.544,83551_3_63_30,9,2,2014.755479
1.88763E+14,30,4,43,84539,2014,0,2697174.27,-1232497.582,84539_4_43_30,7,15,2014.624429
1.88763E+14,30,5,23,92945,2014,22.96087289,2674026.655,-1317076.231,92945_5_23_30,9,26,2014.821233
1.18619E+13,30,4,43,92841,2006,45.306267,2697699.72,-1267787.338,92841_4_43_30,8,30,2006.748858
4.0395E+13,30,5,31,85827,2011,7.599992306,2597545.154,-1177650.01,85827_5_31_30,7,22,2011.643607
4.0395E+13,30,5,31,89458,2011,0.165082281,2548291.521,-1189887.635,89458_5_31_30,5,26,2011.4879
4.0395E+13,30,5,31,89269,2011,21.86326111,2547813.745,-1185384.669,89269_5_31_30,9,5,2011.763699
4.03953E+13,30,4,43,84998,2012,9.207034089,2671721.352,-1266733.302,84998_4_43_30,9,25,2012.818493
4.03959E+13,30,5,67,89485,2012,17.30128567,2557381.076,-1117157.785,89485_5_67_30,7,18,2012.632648
4.0394E+13,30,2,3,82952,2014,0.192184117,2544170.885,-973958.694,82952_2_3_30,6,17,2014.546575
4.03954E+13,30,4,49,80854,2013,0,2814044.28,-1275375.996,80854_4_49_30,7,25,2013.651826
4.03954E+13,30,4,49,89028,2013,0,2810845.829,-1285863.061,89028_4_49_30,8,20,2013.721461
4.03971E+13,30,5,1,82067,2014,0,2528083.773,-1289354.919,82067_5_1_30,8,29,2014.746119
4.03952E+13,30,3,39,91852,2012,15.64255448,2729463.396,-1313088.46,91852_3_39_30,10,2,2012.838813
4.03952E+13,30,3,39,87712,2012,1.034990439,2727143.688,-1328916.96,87712_3_39_30,6,18,2012.549315
4.03952E+13,30,3,39,83225,2012,79.79938285,2709638.951,-1316740.494,83225_3_39_30,8,21,2012.724201
4.03953E+13,30,2,41,93215,2012,1.179526716,2879349.648,-1020039.67,93215_2_41_30,5,26,2012.4879
4.03953E+13,30,4,43,88703,2012,44.10527349,2707236.505,-1235500.738,88703_4_43_30,9,24,2012.815753
4.03953E+13,30,4,43,92262,2012,39.95433472,2697768.423,-1236745.226,92262_4_43_30,9,19,2012.802055
4.03953E+13,30,4,43,90829,2012,4.45586466,2691483.722,-1228187.458,90829_4_43_30,8,2,2012.672146
4.03962E+13,30,4,77,83099,2011,6.237144947,2730277.01,-1288337.656,83099_4_77_30,8,24,2011.73242
4.03963E+13,30,4,77,80742,2011,121.5107016,2746951.689,-1285378.593,80742_4_77_30,8,4,2011.677626
4.03961E+13,30,2,71,91601,2012,3.870644017,2832162.07,-946397.1805,91601_2_71_30,7,17,2012.629909
4.03978E+13,30,4,43,89743,2013,12.85839788,2689111.385,-1248956.036,89743_4_43_30,5,28,2013.493379
1.88763E+14,30,5,31,89940,2014,0,2647495.937,-1173839.516,89940_5_31_30,9,12,2014.782877
1.88763E+14,30,5,31,91789,2014,3.527615226,2541471.374,-1180642.125,91789_5_31_30,9,2,2014.755479
4.03958E+13,30,3,63,85793,2012,8.764421309,2792131.958,-1359977.19,85793_3_63_30,8,3,2012.674886
4.03948E+13,30,2,27,81531,2012,0.234934177,2713708.938,-1021156.977,81531_2_27_30,8,21,2012.724201
4.03948E+13,30,2,27,84280,2011,29.01731236,2714425.31,-995865.3926,84280_2_27_30,9,19,2011.802055
4.03955E+13,30,4,49,81818,2011,4.384229695,2732711.325,-1206758.198,81818_4_49_30,5,12,2011.449543
4.03982E+13,30,4,77,89312,2013,2.154797671,2776503.975,-1291320.469,89312_4_77_30,8,1,2013.669406
4.03982E+13,30,3,81,95438,2013,0,2746246.637,-1386947.406,95438_3_81_30,8,30,2013.748858
4.03957E+13,30,5,57,86817,2011,40.07703797,2532775.992,-1218017.577,86817_5_57_30,9,27,2011.823973
4.03957E+13,30,4,59,87000,2011,23.1729814,2747248.287,-1137810.897,87000_4_59_30,7,21,2011.640868
4.03963E+13,30,3,81,91361,2011,0,2714874.499,-1384540.255,91361_3_81_30,5,24,2011.48242
4.03963E+13,30,3,81,87530,2011,47.49236405,2688305.853,-1400324.578,87530_3_81_30,9,22,2011.810274
4.03962E+13,30,4,77,92530,2012,1.664890079,2698962.251,-1277770.085,92530_4_77_30,8,29,2012.746119
1.88763E+14,30,5,67,91190,2014,7.348248086,2544061.446,-1099920.621,91190_5_67_30,8,13,2014.702283
1.88763E+14,30,5,57,81763,2014,35.49763264,2577977.491,-1215079.525,81763_5_57_30,10,6,2014.849772
1.88763E+14,30,5,57,90000,2014,43.68568575,2565572.313,-1202204.964,90000_5_57_30,9,17,2014.796575
4.03982E+13,30,4,77,86947,2013,4.338301374,2713879.061,-1274969.28,86947_4_77_30,7,10,2013.610731
4.03958E+13,30,3,63,87388,2012,27.39462223,2774542.167,-1360031.815,87388_3_63_30,7,18,2012.632648
4.03949E+13,30,5,31,80855,2012,29.19133923,2627870.44,-1182778.916,80855_5_31_30,7,2,2012.588813
4.03949E+13,30,5,31,91063,2012,52.13156128,2604319.071,-1161187.871,91063_5_31_30,7,6,2012.599772
4.0395E+13,30,5,31,86087,2012,28.18415622,2542391.026,-1186064.904,86087_5_31_30,8,5,2012.680365
4.03958E+13,30,4,59,81093,2012,15.15494625,2666335.849,-1100972.502,81093_4_59_30,9,5,2012.763699
4.03977E+13,30,3,39,90140,2013,6.272852445,2758053.516,-1334542.181,90140_3_39_30,9,27,2013.823973
4.03959E+13,30,5,67,93209,2012,3.471070196,2592680.026,-1146400.831,93209_5_67_30,6,5,2012.513699
4.0394E+13,30,5,1,91152,2012,17.54074564,2496582.06,-1248472.891,91152_5_1_30,9,5,2012.763699
4.0394E+13,30,5,1,94054,2012,13.5699033,2659044.352,-1325263.258,94054_5_1_30,9,18,2012.799315
4.03978E+13,30,4,49,92732,2013,12.27195591,2766384.213,-1226744.228,92732_4_49_30,9,26,2013.821233
4.03978E+13,30,4,49,87674,2013,4.90172838,2722040.948,-1233611.418,87674_4_49_30,5,22,2013.476941
4.03973E+13,30,2,9,82280,2013,3.25485457,2533144.91,-982806.8202,82280_2_9_30,6,12,2013.532877
1.88762E+14,30,2,27,82798,2014,9.398441066,2725318.132,-999639.3583,82798_2_27_30,11,7,2014.935845
1.88763E+14,30,4,49,86215,2014,4.842811908,2770885.219,-1221079.268,86215_4_49_30,10,1,2014.836073
4.03981E+13,30,5,67,89847,2013,44.89802051,2580350.712,-1134328.961,89847_5_67_30,8,19,2013.718721
4.03981E+13,30,5,67,95480,2013,0,2573632.427,-1125175.449,95480_5_67_30,8,29,2013.746119
4.03978E+13,30,4,45,91089,2013,7.402822517,2735531.505,-1094171.131,91089_4_45_30,6,20,2013.554795
1.88763E+14,30,5,67,80406,2015,2.646587173,2568114.064,-1120851.571,80406_5_67_30,8,18,2015.715982
1.88762E+14,30,4,49,93696,2014,20.03332585,2779880.515,-1250407.103,93696_4_49_30,9,22,2014.810274
1.88762E+14,30,5,1,84516,2014,22.43452158,2554866.33,-1294770.473,84516_5_1_30,9,10,2014.777397
4.03963E+13,30,3,81,81386,2012,10.50085953,2700766.837,-1387331.436,81386_3_81_30,5,2,2012.422146
4.0398E+13,30,3,63,93576,2013,22.37576033,2772393.595,-1332076.012,93576_3_63_30,6,21,2013.557534
4.03958E+13,30,3,63,84443,2011,105.5957363,2827753.503,-1329376.687,84443_3_63_30,5,26,2011.4879
4.03958E+13,30,3,63,82749,2011,6.245563353,2799712.186,-1343795.441,82749_3_63_30,10,12,2011.86621
1.88762E+14,30,2,95,85216,2014,0.258459516,2563639.61,-1096006.764,85216_2_95_30,8,28,2014.743379
1.88762E+14,30,4,77,90749,2014,1.059182222,2741314.91,-1291774.836,90749_4_77_30,10,21,2014.890868
1.88763E+14,30,4,7,84419,2014,4.38525471,2650961.824,-1198105.698,84419_4_7_30,10,1,2014.836073
1.88763E+14,30,5,57,87882,2014,21.66977151,2596233.68,-1207524.669,87882_5_57_30,10,20,2014.888128
4.0398E+13,30,5,57,89922,2013,4.435757827,2541523.836,-1246234.543,89922_5_57_30,7,8,2013.605251
4.0398E+13,30,5,57,84687,2013,9.162531502,2535346.609,-1237319.806,84687_5_57_30,7,19,2013.635388
1.88762E+14,30,5,1,89701,2014,39.20109009,2633309.583,-1312721.041,89701_5_1_30,6,4,2014.510959
1.88762E+14,30,5,67,94598,2014,40.03099014,2656919.475,-1106810.121,94598_5_67_30,9,25,2014.818493
1.88763E+14,30,2,15,95361,2014,3.671476748,2803285.421,-1108494.87,95361_2_15_30,7,16,2014.627169
4.0398E+13,30,4,59,80719,2013,15.33108108,2690324.243,-1157426.092,80719_4_59_30,8,1,2013.669406
4.03971E+13,30,5,1,91038,2013,0.208539075,2636837.665,-1368928.692,91038_5_1_30,9,10,2013.777397
3.72748E+13,30,3,63,82611,2010,4.032399455,2785492.579,-1351018.196,82611_3_63_30,5,14,2010.455023
3.72748E+13,30,5,67,92237,2010,4.426660946,2586632.402,-1143688.039,92237_5_67_30,5,3,2010.424886
4.03971E+13,30,5,1,88636,2013,27.57729785,2595175.308,-1360054.216,88636_5_1_30,7,29,2013.662785
3.72741E+13,30,2,15,88993,2010,3.899278846,2805809.575,-1093048.041,88993_2_15_30,7,26,2010.654566
3.72748E+13,30,3,63,85290,2010,0,2803916.747,-1389809.054,85290_3_63_30,8,11,2010.696804
4.03971E+13,30,5,1,80628,2013,15.68934715,2531976.166,-1278795.278,80628_5_1_30,7,28,2013.660046
4.03971E+13,30,5,1,80503,2013,2.405853691,2537163.762,-1343737.747,80503_5_1_30,7,7,2013.602511
4.03971E+13,30,5,1,83405,2013,17.44427327,2615006.1,-1343589.126,83405_5_1_30,6,23,2013.563014
3.72739E+13,30,5,1,89110,2010,2.512212844,2526390.049,-1339877.25,89110_5_1_30,7,1,2010.586073
4.03971E+13,30,5,1,80563,2013,0.71952367,2545809.425,-1288636.321,80563_5_1_30,9,14,2013.788356
1.88763E+14,30,4,59,84644,2014,0,2731682.65,-1135579.782,84644_4_59_30,8,18,2014.715982
1.88763E+14,30,4,59,81394,2014,23.03034096,2738747.301,-1144667.318,81394_4_59_30,8,20,2014.721461
1.88763E+14,30,5,67,80583,2014,15.9776347,2591283.448,-1142683.052,80583_5_67_30,10,15,2014.874429
3.72747E+13,30,4,59,85649,2010,0.645010584,2754686.943,-1151960.309,85649_4_59_30,9,17,2010.796575
1.88763E+14,30,5,1,89828,2014,80.2836521,2586637.527,-1370845.568,89828_5_1_30,7,23,2014.646347
4.03979E+13,30,5,57,94062,2013,3.077483759,2609937.478,-1225333.803,94062_5_57_30,6,17,2013.546575
4.03979E+13,30,5,57,94065,2013,17.86615892,2605102.42,-1196456.577,94065_5_57_30,10,21,2013.890868
3.72738E+13,30,5,1,87665,2010,20.04238476,2556917.716,-1309882.27,87665_5_1_30,7,13,2010.61895
3.72739E+13,30,5,1,93281,2010,8.347064746,2501635.3,-1247871.279,93281_5_1_30,9,15,2010.791096
3.72752E+13,30,5,93,87256,2010,42.98699611,2672497.736,-1301771.492,87256_5_93_30,6,23,2010.563014
3.72738E+13,30,5,1,93976,2010,18.71318278,2615660.751,-1325791.416,93976_5_1_30,8,25,2010.73516
3.72739E+13,30,5,1,89436,2010,34.71457561,2625520.757,-1377181.366,89436_5_1_30,9,8,2010.771918
4.03939E+13,30,5,1,93121,2011,16.29888124,2623157.274,-1309954.162,93121_5_1_30,7,18,2011.632648
4.03939E+13,30,5,1,86474,2011,53.12948451,2609996.8,-1321728.232,86474_5_1_30,8,24,2011.73242
4.0394E+13,30,5,1,88024,2011,0,2510198.988,-1302198.445,88024_5_1_30,9,23,2011.813014
3.72747E+13,30,5,57,89127,2010,23.96966543,2556028.303,-1239256.608,89127_5_57_30,8,2,2010.672146
4.03942E+13,30,4,7,91330,2011,0,2701807.286,-1201106.417,91330_4_7_30,5,10,2011.444064
4.03939E+13,30,5,1,95550,2011,1.478441361,2564120.208,-1287724.379,95550_5_1_30,9,26,2011.821233
1.23359E+13,30,4,7,84157,2007,0.425835238,2662337.532,-1190582.194,84157_4_7_30,5,7,2007.435845
4.03967E+13,30,2,97,81822,2011,3.414756929,2569599.861,-1101080.567,81822_2_97_30,7,19,2011.635388
4.03953E+13,30,4,43,83170,2011,4.235632383,2705765.486,-1225440.328,83170_4_43_30,5,14,2011.455023
3.72747E+13,30,5,57,95422,2010,0.4417966,2622745.697,-1243143.51,95422_5_57_30,9,16,2010.793836
4.03953E+13,30,4,43,90682,2011,6.052121019,2683397.449,-1244800.889,90682_4_43_30,8,15,2011.707763
4.03953E+13,30,4,43,94534,2011,6.010283007,2671438.485,-1231398.845,94534_4_43_30,5,23,2011.47968
4.03953E+13,30,4,43,86845,2011,3.426844966,2656493.126,-1263843.991,86845_4_43_30,6,23,2011.563014
1.23441E+13,30,5,31,81472,2007,35.1448297,2662272.274,-1177411.683,81472_5_31_30,4,30,2007.415525
1.23442E+13,30,5,31,81631,2007,12.33626001,2634097.388,-1157106.81,81631_5_31_30,5,23,2007.47968
1.23444E+13,30,5,31,84581,2007,18.90485908,2497970.445,-1192488.788,84581_5_31_30,5,30,2007.498858
3.5375E+13,30,5,1,83136,2009,2.982739548,2540968.928,-1272414.462,83136_5_1_30,7,29,2009.662785
3.5375E+13,30,5,1,80820,2009,6.037685394,2596606.6,-1339383.624,80820_5_1_30,9,16,2009.793836
3.5375E+13,30,5,1,92520,2009,8.062735278,2526227.501,-1274770.865,92520_5_1_30,8,6,2009.683105
3.53763E+13,30,4,43,91576,2009,7.941170643,2706663.243,-1230823.629,91576_4_43_30,6,3,2009.508219
1.18678E+13,30,5,57,84432,2006,0,2606815.171,-1241401.496,84432_5_57_30,8,10,2006.694064
1.18727E+13,30,5,67,93046,2006,22.73439843,2551656.054,-1143914.893,93046_5_67_30,8,8,2006.688584
1.18599E+13,30,3,39,82418,2006,53.05472094,2725080.935,-1319537.526,82418_3_39_30,6,26,2006.571233
1.18713E+13,30,3,63,87974,2006,69.61585801,2787260.757,-1360511.943,87974_3_63_30,5,10,2006.444064
1.18713E+13,30,3,63,88294,2006,36.08162801,2786272.135,-1319547.622,88294_3_63_30,6,16,2006.543836
3.72746E+13,30,4,49,93619,2010,3.304452281,2746305.626,-1225087.596,93619_4_49_30,10,26,2010.904566
3.72745E+13,30,3,39,90494,2010,13.20541378,2680930.487,-1356571.323,90494_3_39_30,7,23,2010.646347
3.72739E+13,30,5,1,93258,2010,0,2604215.014,-1339336.387,93258_5_1_30,5,17,2010.463242
3.72748E+13,30,5,67,88462,2010,1.430291011,2547094.654,-1149656.145,88462_5_67_30,8,20,2010.721461
3.7275E+13,30,4,77,86779,2010,2.802689027,2706801.013,-1297623.438,86779_4_77_30,10,5,2010.847032
3.72745E+13,30,4,43,85738,2010,22.75854615,2714223.819,-1214421.743,85738_4_43_30,5,12,2010.449543
3.72745E+13,30,4,43,87946,2010,27.19871274,2657293.406,-1238573.842,87946_4_43_30,7,19,2010.635388
3.72746E+13,30,4,49,80813,2010,7.876562972,2776276.789,-1256049.1,80813_4_49_30,5,24,2010.48242
3.72748E+13,30,3,63,89977,2010,10.67529589,2771145.707,-1352434.105,89977_3_63_30,10,1,2010.836073
3.72748E+13,30,5,67,81797,2010,12.94141537,2550142.272,-1173482.821,81797_5_67_30,8,2,2010.672146
3.72745E+13,30,3,39,81700,2010,26.38931944,2753214.179,-1339917.986,81700_3_39_30,5,13,2010.452283
3.72745E+13,30,4,43,88871,2010,43.99004334,2698336.743,-1242286.126,88871_4_43_30,7,28,2010.660046
3.72747E+13,30,5,57,87705,2010,0.632748008,2605547.618,-1231596.909,87705_5_57_30,7,13,2010.61895
1.23677E+13,30,5,93,91941,2007,2.402663073,2646592.279,-1301287.909,91941_5_93_30,5,21,2007.474201
1.23372E+13,30,4,13,80706,2007,20.08055366,2744747.008,-1123731.722,80706_4_13_30,9,5,2007.763699
1.18807E+13,30,5,93,80629,2006,61.77062787,2666235.293,-1298530.545,80629_5_93_30,9,20,2006.804795
1.18578E+13,30,5,31,80673,2006,0.504538118,2664526.87,-1152177.196,80673_5_31_30,8,31,2006.751598
1.18578E+13,30,5,31,81339,2006,0,2503306.706,-1192029.181,81339_5_31_30,5,30,2006.498858
1.88763E+14,30,5,57,85991,2014,61.71935991,2566903.52,-1243048.251,85991_5_57_30,7,17,2014.629909
1.88763E+14,30,4,43,91309,2014,6.233858468,2662345.163,-1237361.51,91309_4_43_30,8,28,2014.743379
1.18579E+13,30,5,31,86159,2006,15.13757471,2623105.211,-1147563.101,86159_5_31_30,6,2,2006.505479
1.18583E+13,30,5,31,93152,2006,2.236663799,2647594.086,-1156285.865,93152_5_31_30,5,23,2006.47968
1.88763E+14,30,3,63,90274,2014,21.76941975,2806449.587,-1321925.292,90274_3_63_30,5,2,2014.422146
1.88767E+14,30,3,81,86329,2017,21.40785504,2698069.335,-1398842.078,86329_3_81_30,5,31,2017.501598
1.88767E+14,30,5,1,85701,2017,5.394596757,2511288.498,-1312021.88,85701_5_1_30,7,24,2017.649087
3.56003E+14,30,3,39,93315,2019,17.37296282,2759444.747,-1344736.134,93315_3_39_30,6,4,2019.510959
1.88768E+14,30,4,77,84054,2017,12.78054515,2793620.96,-1303114.424,84054_4_77_30,10,5,2017.847032
1.8877E+14,30,4,13,93126,2018,1.404371913,2775471.784,-1153694.892,93126_4_13_30,7,10,2018.610731
1.88769E+14,30,2,27,91349,2018,24.30195038,2769258.775,-1022563.593,91349_2_27_30,10,4,2018.844292
1.8877E+14,30,2,95,82492,2018,15.286659,2578675.641,-1081815.849,82492_2_95_30,8,22,2018.726941
1.88769E+14,30,3,81,83253,2018,0.110551099,2724764.499,-1380483.293,83253_3_81_30,6,29,2018.579452
3.56003E+14,30,5,1,94480,2019,25.23547841,2593237.638,-1344825.862,94480_5_1_30,8,12,2019.699543
1.88769E+14,30,4,49,89389,2018,4.310416935,2787972.878,-1233806.887,89389_4_49_30,9,11,2018.780137
1.88769E+14,30,5,57,91611,2018,15.29933484,2548164.865,-1219956.864,91611_5_57_30,8,20,2018.721461
1.88769E+14,30,5,57,87597,2018,0.598730384,2545742.82,-1235394.58,87597_5_57_30,8,7,2018.685845
3.56003E+14,30,3,39,94867,2019,0.290638968,2753172.038,-1318052.27,94867_3_39_30,8,14,2019.705023
1.88769E+14,30,4,43,86656,2018,17.94790863,2712256.528,-1235319.161,86656_4_43_30,10,5,2018.847032
1.88769E+14,30,4,43,83033,2018,0.560756435,2653737.417,-1219043.926,83033_4_43_30,6,13,2018.535616
1.88769E+14,30,5,67,88262,2018,14.28039778,2547305.826,-1155091.907,88262_5_67_30,8,28,2018.743379
3.55904E+14,30,5,57,95837,2019,17.16830862,2555521.743,-1204505.401,95837_5_57_30,8,13,2019.702283
3.56003E+14,30,3,81,94574,2019,0,2731760.707,-1390592.7,94574_3_81_30,10,9,2019.857991
1.88769E+14,30,5,57,92546,2018,9.259253189,2625678.832,-1232942.789,92546_5_57_30,10,22,2018.893607
1.88768E+14,30,5,67,83613,2017,36.34501765,2551766.029,-1113249.723,83613_5_67_30,7,18,2017.632648
1.88769E+14,30,2,37,80662,2018,0.954971635,2709702.753,-1019334.987,80662_2_37_30,7,31,2018.668265
1.88769E+14,30,5,31,82077,2018,25.79494695,2544401.699,-1195780.652,82077_5_31_30,8,21,2018.724201
3.56003E+14,30,5,67,91465,2019,2.728429403,2577806.42,-1119328.999,91465_5_67_30,8,9,2019.691324
3.56003E+14,30,2,27,83171,2019,78.9028452,2738800.929,-1022552.529,83171_2_27_30,11,9,2019.941324
3.56003E+14,30,5,1,80820,2019,7.844970872,2596606.6,-1339383.624,80820_5_1_30,10,7,2019.852511
1.88769E+14,30,4,49,93927,2018,7.705566796,2776978.981,-1260096.666,93927_4_49_30,10,15,2018.874429
1.88769E+14,30,4,77,80770,2018,1.381464801,2784647.786,-1283719.128,80770_4_77_30,6,29,2018.579452
3.56004E+14,30,4,13,84114,2019,73.70576305,2756673.037,-1131530.891,84114_4_13_30,7,12,2019.61621
1.88766E+14,30,5,93,80629,2016,29.40230776,2666235.293,-1298530.545,80629_5_93_30,9,21,2016.807534
1.88769E+14,30,4,49,88461,2018,5.240544749,2784252.826,-1208576.887,88461_4_49_30,5,24,2018.48242
1.88769E+14,30,4,77,84655,2018,56.4991268,2726768.716,-1299062.847,84655_4_77_30,5,21,2018.474201
3.56004E+14,30,5,67,90337,2019,2.051731631,2596298.421,-1141804.162,90337_5_67_30,5,1,2019.419406
3.56004E+14,30,5,67,82475,2019,0,2575154.691,-1135170.072,82475_5_67_30,6,26,2019.571233
3.56004E+14,30,5,1,92714,2019,3.594177987,2605792.402,-1315092.603,92714_5_1_30,10,8,2019.855251
1.88767E+14,30,4,7,84157,2017,0,2662337.532,-1190582.194,84157_4_7_30,9,8,2017.771918
1.88767E+14,30,3,63,94582,2017,12.49139935,2777922.248,-1331702.778,94582_3_63_30,4,25,2017.401826
1.88769E+14,30,5,67,95705,2018,0.593025339,2587584.07,-1148344.102,95705_5_67_30,9,10,2018.777397
1.88768E+14,30,4,77,90060,2017,8.51339544,2789642.637,-1278854.491,90060_4_77_30,7,10,2017.610731
1.88768E+14,30,5,31,84581,2017,27.31368599,2497970.445,-1192488.788,84581_5_31_30,7,29,2017.662785
1.88768E+14,30,5,23,86811,2017,0.792641436,2696560.296,-1306130.811,86811_5_23_30,5,2,2017.422146
1.88767E+14,30,5,93,84632,2017,0,2640380.537,-1274411.69,84632_5_93_30,8,5,2017.680365
1.88768E+14,30,5,57,89700,2017,19.42835735,2577130.464,-1246079.56,89700_5_57_30,6,15,2017.541096
1.88764E+14,30,3,63,91120,2015,38.22840058,2791850.805,-1323901.563,91120_3_63_30,5,12,2015.449543
1.88764E+14,30,4,59,89961,2015,29.91681306,2699342.657,-1120258.106,89961_4_59_30,9,28,2015.826712
1.88765E+14,30,5,31,83260,2016,3.008564645,2513904.729,-1208981.648,83260_5_31_30,7,28,2016.660046
1.88765E+14,30,2,9,82006,2015,50.25874186,2540267.067,-1044724.597,82006_2_9_30,8,26,2015.7379
1.88764E+14,30,5,1,88401,2015,11.36722143,2618369.849,-1376613.238,88401_5_1_30,8,5,2015.680365
1.88765E+14,30,5,31,86546,2015,7.670487335,2637625.391,-1145477.765,86546_5_31_30,6,22,2015.560274
1.88765E+14,30,5,67,93049,2015,1.036801485,2583330.38,-1153967.591,93049_5_67_30,8,3,2015.674886
4.77655E+12,30,5,67,88674,2004,12.01787798,2585071.748,-1133341.59,88674_5_67_30,6,22,2004.560274
1.88765E+14,30,2,27,87639,2015,0,2724248.032,-1025296.332,87639_2_27_30,7,2,2015.588813
1.88765E+14,30,2,71,80315,2015,26.38529249,2835472.717,-935137.6859,80315_2_71_30,9,25,2015.818493
1.88766E+14,30,5,1,89846,2016,0,2573953.79,-1286864.753,89846_5_1_30,7,30,2016.665525
1.88766E+14,30,5,57,89832,2016,4.628284305,2534901.96,-1268276.52,89832_5_57_30,9,9,2016.774658
1.88763E+14,30,5,93,86158,2015,0,2643229.643,-1280387.842,86158_5_93_30,8,3,2015.674886
1.88766E+14,30,5,31,87556,2016,11.10726556,2653774.614,-1183318.354,87556_5_31_30,6,27,2016.573973
1.88766E+14,30,5,31,90263,2016,43.72200901,2524603.5,-1203580.835,90263_5_31_30,7,30,2016.665525
1.88766E+14,30,3,63,87974,2016,78.66587316,2787260.757,-1360511.943,87974_3_63_30,8,9,2016.691324
1.88765E+14,30,5,1,86321,2016,9.019028674,2550368.39,-1331620.867,86321_5_1_30,7,5,2016.597032
1.88766E+14,30,5,1,88676,2016,2.512900885,2547531.807,-1346789.603,88676_5_1_30,8,22,2016.726941
1.88766E+14,30,3,39,83379,2016,3.330722797,2765857.313,-1322993.519,83379_3_39_30,10,3,2016.841553
1.88764E+14,30,5,1,91456,2015,0,2606784.795,-1326315.524,91456_5_1_30,8,13,2015.702283
1.88766E+14,30,4,77,92920,2016,0,2775003.261,-1281703.258,92920_4_77_30,10,17,2016.879909
1.88766E+14,30,4,77,80695,2016,12.83567625,2741890.689,-1274457.678,80695_4_77_30,10,17,2016.879909
1.88764E+14,30,4,7,95595,2015,0.206715249,2641848.505,-1209749.397,95595_4_7_30,6,2,2015.505479
1.88765E+14,30,5,67,89811,2015,15.73630249,2546820.003,-1162008.91,89811_5_67_30,7,29,2015.662785
1.88766E+14,30,4,43,92841,2016,16.77240597,2697699.72,-1267787.338,92841_4_43_30,8,11,2016.696804
1.88765E+14,30,4,77,81338,2015,6.85942612,2725253.196,-1253238.919,81338_4_77_30,8,25,2015.73516
1.88766E+14,30,2,27,80635,2016,10.11877097,2724253.051,-994015.0842,80635_2_27_30,11,1,2016.919406
1.88766E+14,30,5,57,82720,2016,2.539853991,2575990.439,-1205547.735,82720_5_57_30,8,1,2016.669406
1.88766E+14,30,4,7,94822,2016,0.071531689,2687868.143,-1177385.675,94822_4_7_30,6,2,2016.505479
1.88764E+14,30,5,23,80599,2015,54.08997712,2685961.513,-1325187.248,80599_5_23_30,9,14,2015.788356
1.88764E+14,30,5,23,89219,2015,6.102431047,2679210.066,-1317285.994,89219_5_23_30,6,30,2015.582192
1.88764E+14,30,5,93,90742,2015,0.937428739,2659246.276,-1319480.034,90742_5_93_30,6,1,2015.50274
1.88766E+14,30,4,43,86816,2016,1.668524377,2675061.643,-1230060.47,86816_4_43_30,5,27,2016.490639
1.88766E+14,30,5,57,84432,2016,0,2606815.171,-1241401.496,84432_5_57_30,6,30,2016.582192
